% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
398885 +8.416614897e-06 +8.416614897e-06 -2.524999158e+01 -2.525000000e+01 +3.6147e+00 +6.3505e-01 -1.4224e+00 -2.1534e+00 +3.2978e+00 -1.0234e-01 -2.4753e+00 -1.8147e+00 +1.3137e+00 -2.6735e+00 +2.6417e+00 +1.1205e+00 -2.5714e+00 +4.3171e-02 +2.0406e+00 +3.1401e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1564e+00
486830 +6.252886703e-06 +6.252886703e-06 -2.524999375e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4210e+00 -2.1534e+00 +3.2968e+00 -1.0234e-01 -2.4753e+00 -1.8147e+00 +1.3137e+00 -2.6735e+00 +2.6422e+00 +1.1199e+00 -2.5714e+00 +4.3171e-02 +2.0406e+00 +3.1401e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1564e+00
592822 +3.790631926e-06 +3.790631926e-06 -2.524999621e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4210e+00 -2.1534e+00 +3.2968e+00 -1.0234e-01 -2.4753e+00 -1.8147e+00 +1.3123e+00 -2.6735e+00 +2.6422e+00 +1.1199e+00 -2.5708e+00 +4.3171e-02 +2.0406e+00 +3.1401e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1545e+00
651351 +2.143780975e-06 +2.143780975e-06 -2.524999786e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4210e+00 -2.1528e+00 +3.2968e+00 -1.0151e-01 -2.4753e+00 -1.8148e+00 +1.3123e+00 -2.6735e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.1724e-02 +2.0409e+00 +3.1401e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1550e+00
818346 +1.564723981e-06 +1.564723981e-06 -2.524999844e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4210e+00 -2.1528e+00 +3.2968e+00 -1.0151e-01 -2.4753e+00 -1.8148e+00 +1.3123e+00 -2.6723e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.2463e-02 +2.0409e+00 +3.1401e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1550e+00
836302 +9.181064335e-07 +9.181064335e-07 -2.524999908e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4210e+00 -2.1528e+00 +3.2968e+00 -1.0151e-01 -2.4753e+00 -1.8148e+00 +1.3127e+00 -2.6728e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.2463e-02 +2.0409e+00 +3.1454e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1550e+00
871905 +4.449040460e-07 +4.449040460e-07 -2.524999956e+01 -2.525000000e+01 +3.6143e+00 +6.3505e-01 -1.4219e+00 -2.1528e+00 +3.2968e+00 -1.0151e-01 -2.4753e+00 -1.8152e+00 +1.3127e+00 -2.6728e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.2463e-02 +2.0409e+00 +3.1454e-01 -6.3099e-01 -1.3078e+00 +3.6095e-01 -1.1550e+00
1123813 +3.740044860e-07 +3.740044860e-07 -2.524999963e+01 -2.525000000e+01 +3.6143e+00 +6.3509e-01 -1.4219e+00 -2.1528e+00 +3.2968e+00 -1.0151e-01 -2.4753e+00 -1.8152e+00 +1.3127e+00 -2.6728e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.2463e-02 +2.0409e+00 +3.1427e-01 -6.3099e-01 -1.3078e+00 +3.6086e-01 -1.1552e+00
1492831 +2.324694393e-07 +2.324694393e-07 -2.524999977e+01 -2.525000000e+01 +3.6143e+00 +6.3509e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0167e-01 -2.4753e+00 -1.8152e+00 +1.3127e+00 -2.6728e+00 +2.6422e+00 +1.1199e+00 -2.5707e+00 +4.2463e-02 +2.0409e+00 +3.1431e-01 -6.3122e-01 -1.3082e+00 +3.6086e-01 -1.1552e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.165480995e+02 +3.165480995e+02 +3.187780995e+02 +2.230000000e+00 -3.8482e-01 +1.1906e-01 -4.2866e+00 -2.5115e+00 +4.6677e-01 +7.6517e-02 +3.4698e+00 -3.4087e+00 -2.5844e+00 +3.6047e+00 +4.7179e+00 -1.5258e+00 -4.3688e+00 -2.1021e+00 +4.0549e+00 +4.6039e+00 +4.4731e+00 -3.2326e+00 +1.5894e+00 +1.9331e-01
369 +9.520206081e+01 +9.520206081e+01 +9.743206081e+01 +2.230000000e+00 +4.0692e+00 -2.9453e+00 -2.8956e+00 -1.9409e+00 -7.0384e-01 -3.4316e+00 -3.8689e+00 -3.2935e+00 -1.4401e+00 -7.1158e-01 -4.1640e-01 -4.6502e+00 +2.0224e+00 -4.7672e-01 +5.1708e-02 -1.2242e+00 +3.9889e+00 -2.1209e+00 -8.9511e-01 -1.1323e+00
725 +4.984999078e+01 +4.984999078e+01 +5.207999078e+01 +2.230000000e+00 +4.7708e+00 -1.8024e+00 +2.8102e+00 -1.9559e+00 +4.0572e+00 -3.3304e+00 -1.8891e+00 -3.4536e+00 -4.2646e-01 +3.3012e+00 -3.1289e+00 +4.3619e-02 -8.5382e-01 -1.1880e+00 -4.5634e+00 -1.5557e+00 +4.7257e+00 +2.7183e-01 +3.7546e+00 +1.9248e+00
892 +3.721334635e+01 +3.721334635e+01 +3.944334635e+01 +2.230000000e+00 +4.7708e+00 -1.8024e+00 +2.8102e+00 -6.4401e-01 +4.0572e+00 -3.3304e+00 -1.8891e+00 -3.4536e+00 -4.2646e-01 +3.3012e+00 -3.1289e+00 +4.3619e-02 +3.3509e-02 -3.2637e+00 -2.1056e+00 -1.9696e+00 +4.7257e+00 +2.7183e-01 +1.1357e+00 +6.0953e-01
1586 +2.414428631e+01 +2.414428631e+01 +2.637428631e+01 +2.230000000e+00 +4.7708e+00 -1.8024e+00 +2.8102e+00 -1.9559e+00 +4.0572e+00 -3.3304e+00 -1.8891e+00 -3.4536e+00 -4.2646e-01 +2.8770e+00 -1.8098e+00 +4.3619e-02 +1.9077e+00 -3.4094e+00 -2.1056e+00 -1.9696e+00 +4.3743e+00 +2.7183e-01 +1.1357e+00 +1.9248e+00
1947 +1.542670347e+01 +1.542670347e+01 +1.765670347e+01 +2.230000000e+00 +4.7708e+00 -1.8024e+00 +1.4706e+00 -1.9559e+00 +4.0572e+00 -3.3304e+00 -2.0588e+00 -3.4536e+00 -4.2646e-01 +2.4123e+00 -1.8098e+00 +4.3619e-02 +1.9077e+00 -2.9137e+00 -2.1056e+00 -1.9696e+00 +4.3743e+00 +4.4185e-01 +1.1357e+00 +1.9248e+00
2652 +9.120840208e+00 +9.120840208e+00 +1.135084021e+01 +2.230000000e+00 +3.5601e+00 -1.9517e+00 +8.4880e-01 -1.9559e+00 +4.0572e+00 -3.3304e+00 -1.8891e+00 -3.3615e+00 -4.2646e-01 +2.6423e+00 -1.8098e+00 +1.2724e-01 +1.7813e+00 -1.9517e+00 -2.1056e+00 -3.5033e+00 +4.3743e+00 +2.7183e-01 +1.1270e+00 +1.9248e+00
3358 +5.536786862e+00 +5.536786862e+00 +7.766786862e+00 +2.230000000e+00 +3.5601e+00 -1.9517e+00 +4.8069e-01 -1.9559e+00 +4.0572e+00 -3.3304e+00 -1.8891e+00 -2.4087e+00 -4.2646e-01 +2.4123e+00 -1.3584e+00 +1.2724e-01 +1.7813e+00 -1.9517e+00 -2.1056e+00 -3.5033e+00 +3.9294e+00 +2.7183e-01 +1.1270e+00 +1.9248e+00
4066 +3.717744933e+00 +3.717744933e+00 +5.947744933e+00 +2.230000000e+00 +3.5601e+00 -2.3902e+00 +2.5699e-01 -1.9559e+00 +4.0572e+00 -3.3304e+00 -1.8891e+00 -2.4674e+00 -4.2646e-01 +1.4635e+00 -1.8098e+00 +1.2724e-01 +1.7813e+00 -1.9517e+00 -2.1056e+00 -3.5033e+00 +3.6819e+00 +2.7183e-01 +1.1674e+00 +2.1373e+00
4752 +2.404595835e+00 +2.404595835e+00 +4.634595835e+00 +2.230000000e+00 +3.5601e+00 -2.3902e+00 +2.5699e-01 -1.9559e+00 +4.0572e+00 -3.6457e+00 -1.8891e+00 -2.4674e+00 -4.2646e-01 +1.4635e+00 -1.5378e+00 -7.4700e-01 +1.7813e+00 -1.9517e+00 -2.0295e+00 -4.1816e+00 +3.6834e+00 +2.7183e-01 +1.1674e+00 +2.1373e+00
5296 +1.391639474e+00 +1.391639474e+00 +3.621639474e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 +1.8294e-01 -1.9559e+00 +3.6595e+00 -3.6457e+00 -1.8891e+00 -2.4674e+00 -4.2646e-01 +1.4635e+00 -9.8132e-01 -7.4700e-01 +1.5393e+00 -1.9517e+00 -2.0295e+00 -4.1816e+00 +3.4604e+00 +2.7183e-01 +1.1674e+00 +2.1373e+00
5476 +9.047811888e-01 +9.047811888e-01 +3.134781189e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 +1.8294e-01 -1.9559e+00 +3.6595e+00 -3.6457e+00 -1.8891e+00 -2.4674e+00 -4.2646e-01 +1.4635e+00 -9.8132e-01 -7.4700e-01 +1.7813e+00 -1.9517e+00 -2.0295e+00 -3.5033e+00 +2.9432e+00 +6.8685e-01 +1.1270e+00 +2.2534e+00
5836 +5.847496637e-01 +5.847496637e-01 +2.814749664e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 +1.8294e-01 -1.9559e+00 +3.6595e+00 -3.6457e+00 -1.8891e+00 -2.4674e+00 -2.7799e-01 +1.4635e+00 -9.8132e-01 -7.4700e-01 +1.5393e+00 -1.9517e+00 -2.0295e+00 -4.1816e+00 +2.9432e+00 +6.8685e-01 +1.1270e+00 +2.2534e+00
6553 +3.706813727e-01 +3.706813727e-01 +2.600681373e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 +1.8294e-01 -1.9559e+00 +3.6595e+00 -3.6457e+00 -2.0288e+00 -2.4674e+00 -1.1639e-01 +1.4635e+00 -9.8132e-01 -5.9857e-01 +1.5393e+00 -1.9517e+00 -2.0295e+00 -4.1816e+00 +2.9432e+00 +8.7910e-01 +1.1270e+00 +2.2534e+00
7448 +2.469936022e-01 +2.469936022e-01 +2.476993602e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 +1.8294e-01 -1.9559e+00 +3.6595e+00 -3.7485e+00 -2.0781e+00 -2.4674e+00 -1.1639e-01 +1.4635e+00 -9.8132e-01 -5.9857e-01 +1.5393e+00 -1.9517e+00 -1.8548e+00 -4.1353e+00 +2.9432e+00 +8.7910e-01 +1.2522e+00 +2.2534e+00
7994 +1.582283978e-01 +1.582283978e-01 +2.388228398e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 -2.0139e-01 -1.9559e+00 +3.6595e+00 -3.7485e+00 -2.0781e+00 -2.4674e+00 -1.1639e-01 +1.4110e+00 -9.8132e-01 -5.9857e-01 +1.5393e+00 -1.9517e+00 -1.8548e+00 -4.0446e+00 +2.9432e+00 +9.7796e-01 +1.3112e+00 +2.3645e+00
8524 +7.287477978e-02 +7.287477978e-02 +2.302874780e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 -4.2714e-02 -1.9559e+00 +3.6595e+00 -3.7485e+00 -2.0781e+00 -2.4674e+00 -1.1639e-01 +1.2593e+00 -9.8132e-01 -5.9857e-01 +1.5393e+00 -1.9517e+00 -1.8548e+00 -4.0446e+00 +2.9432e+00 +9.7796e-01 +1.3112e+00 +2.3645e+00
8888 +5.605766218e-02 +5.605766218e-02 +2.286057662e+00 +2.230000000e+00 +3.9464e+00 -2.3902e+00 -9.1185e-02 -1.9559e+00 +3.6595e+00 -3.7485e+00 -2.2983e+00 -2.4674e+00 -1.1639e-01 +1.2593e+00 -9.8132e-01 -5.9857e-01 +1.5393e+00 -1.9517e+00 -1.8548e+00 -4.0446e+00 +2.9432e+00 +9.7796e-01 +1.3112e+00 +2.3645e+00
27109 +3.471913156e-02 +3.471913156e-02 +2.264719132e+00 +2.230000000e+00 +3.9208e+00 -2.2856e+00 +1.5318e-02 -1.8166e+00 +3.6597e+00 -3.8316e+00 -2.2630e+00 -2.5243e+00 -1.3852e-01 +1.2406e+00 -8.9167e-01 -6.3080e-01 +1.5858e+00 -1.9513e+00 -1.8496e+00 -4.0451e+00 +2.9770e+00 +9.9568e-01 +1.3846e+00 +2.4534e+00
36215 +2.386490905e-02 +2.386490905e-02 +2.253864909e+00 +2.230000000e+00 +3.9180e+00 -2.3637e+00 +6.6273e-02 -1.8291e+00 +3.6962e+00 -3.8018e+00 -2.2620e+00 -2.4990e+00 -8.1237e-02 +1.1048e+00 -9.2528e-01 -6.1868e-01 +1.5914e+00 -1.8858e+00 -1.8457e+00 -4.0013e+00 +2.8510e+00 +1.0112e+00 +1.3634e+00 +2.3829e+00
36571 +1.182311324e-02 +1.182311324e-02 +2.241823113e+00 +2.230000000e+00 +3.9180e+00 -2.3637e+00 +1.1803e-03 -1.8291e+00 +3.6962e+00 -3.8018e+00 -2.2620e+00 -2.4748e+00 -8.1237e-02 +1.1048e+00 -9.2528e-01 -6.1868e-01 +1.5914e+00 -1.8858e+00 -1.8457e+00 -4.0013e+00 +2.9556e+00 +9.5410e-01 +1.3634e+00 +2.3829e+00
41963 +9.296872043e-03 +9.296872043e-03 +2.239296872e+00 +2.230000000e+00 +3.9394e+00 -2.3581e+00 -4.2714e-02 -1.7964e+00 +3.6595e+00 -3.7939e+00 -2.2395e+00 -2.4674e+00 -1.1639e-01 +1.1749e+00 -9.4519e-01 -5.5185e-01 +1.5414e+00 -1.8904e+00 -1.8548e+00 -4.0446e+00 +2.9432e+00 +9.7796e-01 +1.3112e+00 +2.3901e+00
44585 +6.002368832e-03 +6.002368832e-03 +2.236002369e+00 +2.230000000e+00 +3.9394e+00 -2.3581e+00 -2.9898e-02 -1.8341e+00 +3.6595e+00 -3.8203e+00 -2.2395e+00 -2.4674e+00 -1.1639e-01 +1.1749e+00 -9.4519e-01 -5.8344e-01 +1.5414e+00 -1.8904e+00 -1.8548e+00 -4.0446e+00 +2.9432e+00 +9.7796e-01 +1.3219e+00 +2.3901e+00
46630 +3.277489164e-03 +3.277489164e-03 +2.233277489e+00 +2.230000000e+00 +3.8978e+00 -2.3581e+00 -2.9898e-02 -1.8341e+00 +3.6595e+00 -3.8203e+00 -2.2395e+00 -2.4799e+00 -1.1639e-01 +1.1652e+00 -9.4519e-01 -5.8344e-01 +1.5414e+00 -1.8904e+00 -1.8548e+00 -3.9814e+00 +2.9432e+00 +9.7796e-01 +1.3219e+00 +2.4050e+00
55791 +2.353308712e-03 +2.353308712e-03 +2.232353309e+00 +2.230000000e+00 +3.9464e+00 -2.3543e+00 -1.1668e-02 -1.8381e+00 +3.6595e+00 -3.8241e+00 -2.2238e+00 -2.4674e+00 -1.1639e-01 +1.1749e+00 -9.3766e-01 -5.8249e-01 +1.5687e+00 -1.8922e+00 -1.8548e+00 -3.9924e+00 +2.9213e+00 +9.7796e-01 +1.3354e+00 +2.4221e+00
79367 +9.366572808e-04 +9.366572808e-04 +2.230936657e+00 +2.230000000e+00 +3.9141e+00 -2.3575e+00 -2.4862e-02 -1.8341e+00 +3.6595e+00 -3.8203e+00 -2.2395e+00 -2.4799e+00 -1.1639e-01 +1.1652e+00 -9.4249e-01 -5.8344e-01 +1.5749e+00 -1.8904e+00 -1.8548e+00 -3.9995e+00 +2.9226e+00 +9.7796e-01 +1.3276e+00 +2.4050e+00
144182 +5.685118900e-04 +5.685118900e-04 +2.230568512e+00 +2.230000000e+00 +3.9161e+00 -2.3543e+00 -1.9043e-02 -1.8361e+00 +3.6595e+00 -3.8241e+00 -2.2479e+00 -2.4774e+00 -9.6518e-02 +1.1749e+00 -9.2824e-01 -5.7478e-01 +1.5704e+00 -1.8922e+00 -1.8548e+00 -3.9924e+00 +2.9325e+00 +9.7796e-01 +1.3354e+00 +2.4016e+00
148122 +3.957001298e-04 +3.957001298e-04 +2.230395700e+00 +2.230000000e+00 +3.9162e+00 -2.3543e+00 -1.9043e-02 -1.8361e+00 +3.6678e+00 -3.8241e+00 -2.2479e+00 -2.4774e+00 -1.0182e-01 +1.1749e+00 -9.2824e-01 -5.7478e-01 +1.5704e+00 -1.8887e+00 -1.8573e+00 -3.9927e+00 +2.9325e+00 +9.7796e-01 +1.3354e+00 +2.4016e+00
199463 +2.408553424e-04 +2.408553424e-04 +2.230240855e+00 +2.230000000e+00 +3.9157e+00 -2.3543e+00 -1.3336e-02 -1.8341e+00 +3.6691e+00 -3.8214e+00 -2.2380e+00 -2.4799e+00 -1.0868e-01 +1.1652e+00 -9.3036e-01 -5.6671e-01 +1.5749e+00 -1.8858e+00 -1.8548e+00 -3.9921e+00 +2.9292e+00 +9.8640e-01 +1.3316e+00 +2.4050e+00
235014 +1.110071654e-04 +1.110071654e-04 +2.230111007e+00 +2.230000000e+00 +3.9162e+00 -2.3543e+00 -1.6832e-02 -1.8283e+00 +3.6678e+00 -3.8241e+00 -2.2358e+00 -2.4799e+00 -1.0182e-01 +1.1652e+00 -9.2824e-01 -5.7478e-01 +1.5776e+00 -1.8887e+00 -1.8573e+00 -3.9927e+00 +2.9325e+00 +9.7796e-01 +1.3354e+00 +2.4016e+00
235751 +8.307999908e-05 +8.307999908e-05 +2.230083080e+00 +2.230000000e+00 +3.9162e+00 -2.3543e+00 -1.6832e-02 -1.8283e+00 +3.6678e+00 -3.8241e+00 -2.2358e+00 -2.4799e+00 -1.0182e-01 +1.1652e+00 -9.2824e-01 -5.7478e-01 +1.5776e+00 -1.8887e+00 -1.8658e+00 -3.9927e+00 +2.9325e+00 +9.7796e-01 +1.3354e+00 +2.4016e+00
237605 +5.964479418e-05 +5.964479418e-05 +2.230059645e+00 +2.230000000e+00 +3.9162e+00 -2.3543e+00 -1.6832e-02 -1.8283e+00 +3.6678e+00 -3.8241e+00 -2.2358e+00 -2.4799e+00 -1.0182e-01 +1.1652e+00 -9.2824e-01 -5.7478e-01 +1.5776e+00 -1.8887e+00 -1.8658e+00 -3.9927e+00 +2.9241e+00 +9.8366e-01 +1.3354e+00 +2.4016e+00
329734 +3.293410007e-05 +3.293410007e-05 +2.230032934e+00 +2.230000000e+00 +3.9206e+00 -2.3543e+00 -1.6832e-02 -1.8304e+00 +3.6678e+00 -3.8241e+00 -2.2359e+00 -2.4799e+00 -1.0182e-01 +1.1652e+00 -9.2500e-01 -5.7235e-01 +1.5776e+00 -1.8887e+00 -1.8629e+00 -3.9951e+00 +2.9252e+00 +9.8366e-01 +1.3354e+00 +2.4016e+00
341981 +2.418269932e-05 +2.418269932e-05 +2.230024183e+00 +2.230000000e+00 +3.9206e+00 -2.3543e+00 -1.6832e-02 -1.8304e+00 +3.6678e+00 -3.8241e+00 -2.2359e+00 -2.4799e+00 -1.0737e-01 +1.1652e+00 -9.2500e-01 -5.7235e-01 +1.5776e+00 -1.8887e+00 -1.8629e+00 -3.9958e+00 +2.9278e+00 +9.8366e-01 +1.3354e+00 +2.4016e+00
357198 +1.338164461e-05 +1.338164461e-05 +2.230013382e+00 +2.230000000e+00 +3.9206e+00 -2.3543e+00 -1.5702e-02 -1.8304e+00 +3.6678e+00 -3.8241e+00 -2.2380e+00 -2.4799e+00 -1.0515e-01 +1.1652e+00 -9.2500e-01 -5.7235e-01 +1.5776e+00 -1.8887e+00 -1.8629e+00 -3.9934e+00 +2.9278e+00 +9.8366e-01 +1.3354e+00 +2.4016e+00
369360 +8.537615150e-06 +8.537615150e-06 +2.230008538e+00 +2.230000000e+00 +3.9183e+00 -2.3543e+00 -1.5702e-02 -1.8304e+00 +3.6678e+00 -3.8241e+00 -2.2380e+00 -2.4799e+00 -1.0344e-01 +1.1648e+00 -9.2500e-01 -5.7235e-01 +1.5776e+00 -1.8887e+00 -1.8629e+00 -3.9934e+00 +2.9278e+00 +9.8255e-01 +1.3364e+00 +2.4016e+00
442768 +6.128242657e-06 +6.128242657e-06 +2.230006128e+00 +2.230000000e+00 +3.9183e+00 -2.3543e+00 -1.5702e-02 -1.8304e+00 +3.6678e+00 -3.8241e+00 -2.2380e+00 -2.4799e+00 -1.0515e-01 +1.1648e+00 -9.2500e-01 -5.7235e-01 +1.5773e+00 -1.8887e+00 -1.8629e+00 -3.9953e+00 +2.9278e+00 +9.8255e-01 +1.3364e+00 +2.4016e+00
507133 +3.609962700e-06 +3.609962700e-06 +2.230003610e+00 +2.230000000e+00 +3.9183e+00 -2.3543e+00 -1.5702e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2380e+00 -2.4799e+00 -1.0515e-01 +1.1648e+00 -9.2641e-01 -5.7235e-01 +1.5773e+00 -1.8883e+00 -1.8629e+00 -3.9934e+00 +2.9278e+00 +9.8229e-01 +1.3364e+00 +2.4016e+00
601314 +2.482699214e-06 +2.482699214e-06 +2.230002483e+00 +2.230000000e+00 +3.9183e+00 -2.3543e+00 -1.5702e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2379e+00 -2.4799e+00 -1.0515e-01 +1.1648e+00 -9.2641e-01 -5.7235e-01 +1.5773e+00 -1.8883e+00 -1.8629e+00 -3.9946e+00 +2.9279e+00 +9.8229e-01 +1.3364e+00 +2.4016e+00
686648 +1.426734693e-06 +1.426734693e-06 +2.230001427e+00 +2.230000000e+00 +3.9183e+00 -2.3554e+00 -1.5702e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2379e+00 -2.4799e+00 -1.0515e-01 +1.1648e+00 -9.2641e-01 -5.7235e-01 +1.5767e+00 -1.8883e+00 -1.8629e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3364e+00 +2.4016e+00
777547 +7.609276094e-07 +7.609276094e-07 +2.230000761e+00 +2.230000000e+00 +3.9183e+00 -2.3554e+00 -1.6056e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2374e+00 -2.4791e+00 -1.0515e-01 +1.1648e+00 -9.2641e-01 -5.7235e-01 +1.5767e+00 -1.8883e+00 -1.8633e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3364e+00 +2.4016e+00
882000 +6.150378753e-07 +6.150378753e-07 +2.230000615e+00 +2.230000000e+00 +3.9183e+00 -2.3554e+00 -1.6056e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2374e+00 -2.4793e+00 -1.0515e-01 +1.1648e+00 -9.2641e-01 -5.7241e-01 +1.5767e+00 -1.8880e+00 -1.8633e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3364e+00 +2.4016e+00
1092960 +3.387264358e-07 +3.387264358e-07 +2.230000339e+00 +2.230000000e+00 +3.9183e+00 -2.3554e+00 -1.6056e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2374e+00 -2.4791e+00 -1.0494e-01 +1.1648e+00 -9.2641e-01 -5.7241e-01 +1.5767e+00 -1.8880e+00 -1.8633e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3360e+00 +2.4016e+00
1185655 +1.703928132e-07 +1.703928132e-07 +2.230000170e+00 +2.230000000e+00 +3.9183e+00 -2.3554e+00 -1.6056e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2374e+00 -2.4791e+00 -1.0478e-01 +1.1648e+00 -9.2641e-01 -5.7286e-01 +1.5767e+00 -1.8880e+00 -1.8633e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3360e+00 +2.4016e+00
1185840 +1.517624684e-07 +1.517624684e-07 +2.230000152e+00 +2.230000000e+00 +3.9183e+00 -2.3551e+00 -1.6056e-02 -1.8304e+00 +3.6671e+00 -3.8241e+00 -2.2374e+00 -2.4791e+00 -1.0478e-01 +1.1648e+00 -9.2641e-01 -5.7286e-01 +1.5767e+00 -1.8880e+00 -1.8633e+00 -3.9942e+00 +2.9279e+00 +9.8229e-01 +1.3360e+00 +2.4016e+00
1501377 +9.806485757e-08 +9.806485757e-08 +2.230000098e+00 +2.230000000e+00 +3.9183e+00 -2.3551e+00 -1.6056e-02 -1.8304e+00 +3.6672e+00 -3.8241e+00 -2.2374e+00 -2.4791e+00 -1.0478e-01 +1.1648e+00 -9.2641e-01 -5.7286e-01 +1.5767e+00 -1.8880e+00 -1.8633e+00 -3.9943e+00 +2.9279e+00 +9.8247e-01 +1.3360e+00 +2.4016e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.730540017e+02 +1.730540017e+02 +1.599740017e+02 -1.308000000e+01 -2.5121e+00 +2.7034e-01 +1.3571e+00 -5.9231e-02 -9.2743e-01 -2.8646e-01 +2.5934e+00 +6.7267e-01 -1.3823e+00 +1.0435e+00 -2.0974e+00 +3.3312e+00 -5.1580e-01 -3.3824e+00 -1.5772e+00 +2.0417e+00 +2.4897e+00 +5.6853e-01 -1.0033e+00 +2.4427e+00
389 +7.621649629e+01 +7.621649629e+01 +6.313649629e+01 -1.308000000e+01 -1.7201e-01 -2.8222e+00 +2.4712e+00 +5.3562e-02 -2.6714e+00 -9.3496e-01 +3.2063e+00 +1.0868e+00 +1.5803e+00 -3.6480e+00 +2.1956e+00 -4.6361e+00 -8.4894e-01 -1.4883e+00 -1.9689e+00 -2.5633e+00 +1.4268e+00 +3.7546e+00 +2.1737e+00 +2.2842e+00
578 +5.402429321e+01 +5.402429321e+01 +4.094429321e+01 -1.308000000e+01 -1.7201e-01 -2.8222e+00 +2.4712e+00 +5.3562e-02 -2.6714e+00 -9.3496e-01 +3.2063e+00 +1.0868e+00 +1.5803e+00 -1.5868e+00 +3.0971e+00 +2.1828e-01 +4.5212e+00 -7.5619e-01 +1.2213e+00 -3.0656e+00 -5.4576e-01 -1.2686e+00 +2.1737e+00 +2.2842e+00
768 +3.367656253e+01 +3.367656253e+01 +2.059656253e+01 -1.308000000e+01 -1.5530e+00 -2.1337e+00 +3.4056e+00 +3.2509e+00 +3.5700e-01 -3.4993e+00 +1.7120e+00 -3.2986e+00 +1.5803e+00 -3.6480e+00 +2.1956e+00 -5.5536e-01 +9.6001e-01 -3.1112e-01 -2.1880e+00 -1.5793e+00 -1.9830e-01 +2.7105e+00 -3.8808e-01 +1.4279e+00
1136 +2.152451119e+01 +2.152451119e+01 +8.444511191e+00 -1.308000000e+01 -1.5194e+00 -1.4476e+00 +3.4056e+00 +3.2509e+00 +3.5700e-01 -3.4993e+00 +1.7120e+00 -3.2986e+00 +1.5803e+00 -3.6480e+00 +2.1956e+00 -5.5536e-01 +9.6001e-01 -3.1112e-01 +1.2213e+00 -1.5793e+00 -1.9830e-01 +8.3570e-01 +2.4092e+00 +1.5899e+00
1321 +1.513701039e+01 +1.513701039e+01 +2.057010388e+00 -1.308000000e+01 -1.7201e-01 -2.1337e+00 +3.4056e+00 +3.2509e+00 -1.9870e+00 -3.4993e+00 +1.7120e+00 -3.2986e+00 +1.5803e+00 -3.9623e+00 +2.1956e+00 -5.5536e-01 +9.6001e-01 -9.0548e-02 +1.0215e+00 -3.0656e+00 -1.9830e-01 +2.4759e+00 -3.8808e-01 +1.4279e+00
